FIPS,state,percapita,population,total_liabilities,revenue,lib_rev_ratio,name,state_abv
51191,Virginia,742.82,54591,40551086,70511059,57.51,Washington County,VA
51193,Virginia,4712.68,17629,83079884,35793260,232.11,Westmoreland County,VA
51195,Virginia,2528.12,39718,100411745,56022601,179.23,Wise County,VA
51197,Virginia,2840.63,29119,82716210,46169299,179.16,Wythe County,VA
51199,Virginia,2974.31,67837,201768131,189576776,106.43,York County,VA
51510,Virginia,null,null,0,0,null,Alexandria city,VA
51520,Virginia,null,null,0,0,null,Bristol city,VA
51530,Virginia,null,null,0,0,null,Buena Vista city,VA
51540,Virginia,null,null,0,0,null,Charlottesville city,VA
51550,Virginia,null,null,0,0,null,Chesapeake city,VA
51570,Virginia,null,null,0,0,null,Colonial Heights city,VA
51580,Virginia,null,null,0,0,null,Covington city,VA
51590,Virginia,null,null,0,0,null,Danville city,VA
51595,Virginia,null,null,0,0,null,Emporia city,VA
51600,Virginia,null,null,0,0,null,Fairfax city,VA
51610,Virginia,null,null,0,0,null,Falls Church city,VA
51620,Virginia,null,null,0,0,null,Franklin city,VA
51630,Virginia,null,null,0,0,null,Fredericksburg city,VA
51640,Virginia,null,null,0,0,null,Galax city,VA
51650,Virginia,null,null,0,0,null,Hampton city,VA
51660,Virginia,null,null,0,0,null,Harrisonburg city,VA
51670,Virginia,null,null,0,0,null,Hopewell city,VA
51678,Virginia,null,null,0,0,null,Lexington city,VA
51680,Virginia,null,null,0,0,null,Lynchburg city,VA
51683,Virginia,null,null,0,0,null,Manassas city,VA
51685,Virginia,null,null,0,0,null,Manassas Park city,VA
51690,Virginia,null,null,0,0,null,Martinsville city,VA
51700,Virginia,null,null,0,0,null,Newport News city,VA
51710,Virginia,null,null,0,0,null,Norfolk city,VA
51720,Virginia,null,null,0,0,null,Norton city,VA
51730,Virginia,null,null,0,0,null,Petersburg city,VA
51735,Virginia,null,null,0,0,null,Poquoson city,VA
51740,Virginia,null,null,0,0,null,Portsmouth city,VA
51750,Virginia,null,null,0,0,null,Radford city,VA
51760,Virginia,null,null,0,0,null,Richmond city,VA
51770,Virginia,null,null,0,0,null,Roanoke city,VA
51775,Virginia,null,null,0,0,null,Salem city,VA
51790,Virginia,null,null,0,0,null,Staunton city,VA
51800,Virginia,null,null,0,0,null,Suffolk city,VA
51810,Virginia,null,null,0,0,null,Virginia Beach city,VA
51820,Virginia,null,null,0,0,null,Waynesboro city,VA
51830,Virginia,null,null,0,0,null,Williamsburg city,VA
51840,Virginia,null,null,0,0,null,Winchester city,VA
53001,Washington,0,19254,0,38049894,0,Adams County,WA
53003,Washington,0,22105,0,0,null,Asotin County,WA
53005,Washington,0,190309,0,0,null,Benton County,WA
53007,Washington,0,75644,0,0,null,Chelan County,WA
53009,Washington,0,73486,0,88411694,0,Clallam County,WA
53011,Washington,473.22,459495,217443583,461476851,47.12,Clark County,WA
53013,Washington,0,3944,0,0,null,Columbia County,WA
53015,Washington,952.73,103468,98577404,133424358,73.88,Cowlitz County,WA
53017,Washington,0,40534,0,0,null,Douglas County,WA
53019,Washington,409.18,7582,3102374,16064451,19.31,Ferry County,WA
53021,Washington,0,88807,0,0,null,Franklin County,WA
53023,Washington,0,2219,0,0,null,Garfield County,WA
53025,Washington,0,93259,0,0,null,Grant County,WA
53027,Washington,0,71122,0,0,null,Grays Harbor County,WA
53029,Washington,0,80593,0,0,null,Island County,WA
53031,Washington,0,30466,0,0,null,Jefferson County,WA
53033,Washington,0,2117125,0,0,null,King County,WA
53035,Washington,0,260131,0,0,null,Kitsap County,WA
53037,Washington,0,43269,0,0,null,Kittitas County,WA
53039,Washington,0,21026,0,0,null,Klickitat County,WA
53041,Washington,734.48,75882,55734140,120835551,46.12,Lewis County,WA
53043,Washington,0,10321,0,0,null,Lincoln County,WA
53045,Washington,0,61023,0,0,null,Mason County,WA
53047,Washington,0,41516,0,0,null,Okanogan County,WA
53049,Washington,0,20848,0,0,null,Pacific County,WA
53051,Washington,0,13088,0,27583304,0,Pend Oreille County,WA
53053,Washington,899.2,843954,758885000,938767000,80.84,Pierce County,WA
53055,Washington,0,16252,0,0,null,San Juan County,WA
53057,Washington,1105.63,121846,134716926,181780729,74.11,Skagit County,WA
53059,Washington,0,11339,0,961655,0,Skamania County,WA
53061,Washington,0,772501,0,0,null,Snohomish County,WA
53063,Washington,911.19,490945,447342000,526863000,84.91,Spokane County,WA
53065,Washington,0,43791,0,0,null,Stevens County,WA
53067,Washington,706.87,269536,190527499,288457250,66.05,Thurston County,WA
53069,Washington,0,4042,0,0,null,Wahkiakum County,WA
53071,Washington,173.73,60338,10482427,60867199,17.22,Walla Walla County,WA
53073,Washington,295.63,212284,62757454,218210626,28.76,Whatcom County,WA
53075,Washington,0,48177,0,0,null,Whitman County,WA
53077,Washington,407.77,248830,101466000,216357000,46.9,Yakima County,WA
54001,West Virginia,0,16704,0,0,null,Barbour County,WV
54003,West Virginia,320.17,111901,35827429,46518650,77.02,Berkeley County,WV
54005,West Virginia,0,23372,0,0,null,Boone County,WV
54007,West Virginia,0,14415,0,0,null,Braxton County,WV
54009,West Virginia,0,23350,0,0,null,Brooke County,WV
54011,West Virginia,0,96844,0,0,null,Cabell County,WV
54013,West Virginia,0,7470,0,0,null,Calhoun County,WV
54015,West Virginia,0,8910,0,0,null,Clay County,WV
54017,West Virginia,0,8176,0,0,null,Doddridge County,WV
54019,West Virginia,152.36,44997,6855576,17492928,39.19,Fayette County,WV
54021,West Virginia,0,8518,0,0,null,Gilmer County,WV
54023,West Virginia,0,11766,0,0,null,Grant County,WV
54025,West Virginia,83.61,35516,2969437,20057264,14.8,Greenbrier County,WV
54027,West Virginia,0,23353,0,0,null,Hampshire County,WV
54029,West Virginia,100.99,29815,3011044,13107157,22.97,Hancock County,WV
54031,West Virginia,0,13852,0,0,null,Hardy County,WV
54033,West Virginia,0,68714,0,0,null,Harrison County,WV
54035,West Virginia,124.01,29237,3625757,15507880,23.38,Jackson County,WV
54037,West Virginia,94.77,56482,5352530,33046135,16.2,Jefferson County,WV
54039,West Virginia,163.43,188332,30779875,72687524,42.35,Kanawha County,WV
54041,West Virginia,0,16448,0,0,null,Lewis County,WV
54043,West Virginia,0,21415,0,0,null,Lincoln County,WV
54045,West Virginia,127.4,34707,4421618,18170529,24.33,Logan County,WV
54047,West Virginia,0,19835,0,0,null,McDowell County,WV
54049,West Virginia,79.83,56925,4544440,25037338,18.15,Marion County,WV
54051,West Virginia,0,31978,0,0,null,Marshall County,WV
54053,West Virginia,0,27037,0,0,null,Mason County,WV
54055,West Virginia,117.64,61164,7195089,17074300,42.14,Mercer County,WV
54057,West Virginia,0,27451,0,0,null,Mineral County,WV
54059,West Virginia,0,25292,0,0,null,Mingo County,WV
54061,West Virginia,0,104236,0,0,null,Monongalia County,WV
54063,West Virginia,0,13506,0,0,null,Monroe County,WV
54065,West Virginia,0,17524,0,0,null,Morgan County,WV
54067,West Virginia,85.45,25594,2187004,8496323,25.74,Nicholas County,WV
54069,West Virginia,4065.79,43066,175097491,41592493,420.98,Ohio County,WV
54071,West Virginia,0,7229,0,0,null,Pendleton County,WV
54073,West Virginia,0,7674,0,0,null,Pleasants County,WV
54075,West Virginia,199.12,8607,1713800,7229503,23.71,Pocahontas County,WV
54077,West Virginia,0,33940,0,0,null,Preston County,WV
54079,West Virginia,522.54,56848,29705269,26234794,113.23,Putnam County,WV
54081,West Virginia,0,77510,0,0,null,Raleigh County,WV
54083,West Virginia,232.1,29126,6760245,11543280,58.56,Randolph County,WV
54085,West Virginia,0,9982,0,0,null,Ritchie County,WV
54087,West Virginia,0,14435,0,0,null,Roane County,WV
54089,West Virginia,0,13239,0,0,null,Summers County,WV
54091,West Virginia,0,16912,0,0,null,Taylor County,WV
54093,West Virginia,0,6966,0,0,null,Tucker County,WV
54095,West Virginia,0,8975,0,0,null,Tyler County,WV
54097,West Virginia,176.05,24758,4358530,11269421,38.68,Upshur County,WV
54099,West Virginia,283.71,40971,11623838,12744543,91.21,Wayne County,WV
54101,West Virginia,0,8755,0,0,null,Webster County,WV
54103,West Virginia,0,15816,0,0,null,Wetzel County,WV
54105,West Virginia,0,5880,0,0,null,Wirt County,WV
54107,West Virginia,171.17,86452,14797792,24635412,60.07,Wood County,WV
54109,West Virginia,137.49,22151,3045639,9630888,31.62,Wyoming County,WV
55001,Wisconsin,969.16,20148,19526705,47848963,40.81,Adams County,WI
55003,Wisconsin,0,15843,0,0,null,Ashland County,WI
55005,Wisconsin,909.21,45563,41426112,62530315,66.25,Barron County,WI
55007,Wisconsin,491.16,14977,7356141,31476331,23.37,Bayfield County,WI
55009,Wisconsin,521.26,258718,134859140,296156413,45.54,Brown County,WI
55011,Wisconsin,0,13192,0,0,null,Buffalo County,WI
55013,Wisconsin,0,15159,0,0,null,Burnett County,WI
55015,Wisconsin,1151.35,49762,57293698,57028704,100.46,Calumet County,WI
55017,Wisconsin,433.3,63531,27527774,66550482,41.36,Chippewa County,WI
55019,Wisconsin,419.82,34445,14460561,66158263,21.86,Clark County,WI
55021,Wisconsin,1240.02,56743,70362248,84952455,82.83,Columbia County,WI
55023,Wisconsin,442.51,16391,7253223,24516670,29.58,Crawford County,WI
55025,Wisconsin,1430.33,523643,748979851,659479417,113.57,Dane County,WI
55027,Wisconsin,0,88502,0,0,null,Dodge County,WI
55029,Wisconsin,824.85,27554,22727800,64900158,35.02,Door County,WI
55031,Wisconsin,0,43601,0,0,null,Douglas County,WI
55033,Wisconsin,0,44497,0,0,null,Dunn County,WI
55035,Wisconsin,1036.88,102105,105871086,114878497,92.16,Eau Claire County,WI
55037,Wisconsin,1157.46,4464,5166888,10871764,47.53,Florence County,WI
55039,Wisconsin,0,101973,0,0,null,Fond du Lac County,WI
55041,Wisconsin,1418.09,9057,12843664,15004282,85.6,Forest County,WI
55043,Wisconsin,617.17,52250,32246996,54505758,59.16,Grant County,WI
55045,Wisconsin,1082.58,37186,40256824,59610288,67.53,Green County,WI
55047,Wisconsin,942.34,18856,17768848,33051727,53.76,Green Lake County,WI
55049,Wisconsin,0,23813,0,0,null,Iowa County,WI
55051,Wisconsin,2260.79,5794,13099008,18839293,69.53,Iron County,WI
55053,Wisconsin,0,20554,0,0,null,Jackson County,WI
55055,Wisconsin,484.68,84559,40983642,77922231,52.6,Jefferson County,WI
55057,Wisconsin,1221.82,26224,32041099,45323928,70.69,Juneau County,WI
55059,Wisconsin,1342.46,168437,226120589,211010534,107.16,Kenosha County,WI
55061,Wisconsin,730.2,20366,14871354,31156421,47.73,Kewaunee County,WI
55063,Wisconsin,987.96,118212,116789085,155441577,75.13,La Crosse County,WI
55065,Wisconsin,996.73,16829,16773906,51263168,32.72,Lafayette County,WI
55067,Wisconsin,507.54,19223,9756392,32036071,30.45,Langlade County,WI
55069,Wisconsin,1174.95,27980,32875100,36087206,91.1,Lincoln County,WI
55071,Wisconsin,0,79806,0,0,null,Manitowoc County,WI
55073,Wisconsin,0,135868,0,0,null,Marathon County,WI
55075,Wisconsin,963.31,40884,39384163,55409614,71.08,Marinette County,WI
55077,Wisconsin,1012.42,15075,15262167,39143996,38.99,Marquette County,WI
55078,Wisconsin,0,4573,0,0,null,Menominee County,WI
55079,Wisconsin,3003.88,957735,2876921000,1171061000,245.67,Milwaukee County,WI
55081,Wisconsin,670.62,45549,30545896,57214505,53.39,Monroe County,WI
55083,Wisconsin,772.89,37435,28933113,52828849,54.77,Oconto County,WI
55085,Wisconsin,724.04,35567,25752064,50467397,51.03,Oneida County,WI
55087,Wisconsin,740.14,183245,135627074,254475838,53.3,Outagamie County,WI
55089,Wisconsin,432.01,87850,37952265,93119501,40.76,Ozaukee County,WI
55091,Wisconsin,0,7290,0,0,null,Pepin County,WI
55093,Wisconsin,812.83,40889,33235823,42328615,78.52,Pierce County,WI
55095,Wisconsin,440.91,43441,19153777,59226879,32.34,Polk County,WI
55097,Wisconsin,362.22,70408,25503222,95096401,26.82,Portage County,WI
55099,Wisconsin,516.98,13645,7054246,21482661,32.84,Price County,WI
55101,Wisconsin,1776.16,195080,346492783,173364541,199.86,Racine County,WI
55103,Wisconsin,0,17495,0,0,null,Richland County,WI
55105,Wisconsin,0,161448,0,0,null,Rock County,WI
55107,Wisconsin,1232.79,14124,17411913,28383426,61.35,Rusk County,WI
55109,Wisconsin,866.25,87513,75807768,102640307,73.86,St. Croix County,WI
55111,Wisconsin,400.04,63642,25459095,89115904,28.57,Sauk County,WI
55113,Wisconsin,0,16376,0,0,null,Sawyer County,WI
55115,Wisconsin,606.51,41304,25051396,55919744,44.8,Shawano County,WI
55117,Wisconsin,446.08,115569,51552755,130940999,39.37,Sheboygan County,WI
55119,Wisconsin,779.62,20455,15947218,28479007,56,Taylor County,WI
55121,Wisconsin,0,29550,0,0,null,Trempealeau County,WI
55123,Wisconsin,0,30506,0,0,null,Vernon County,WI
55125,Wisconsin,918.76,21387,19649447,34145381,57.55,Vilas County,WI
55127,Wisconsin,155.71,102804,16007809,127845388,12.52,Walworth County,WI
55129,Wisconsin,1418.35,15552,22058166,31077882,70.98,Washburn County,WI
55131,Wisconsin,210.16,133674,28093253,124006001,22.65,Washington County,WI
55133,Wisconsin,315.79,396488,125205616,264791010,47.28,Waukesha County,WI
55135,Wisconsin,736.46,51945,38255216,73026069,52.39,Waupaca County,WI
55137,Wisconsin,287.24,24033,6903180,42523553,16.23,Waushara County,WI
55139,Wisconsin,502.28,169546,85159198,178537665,47.7,Winnebago County,WI
55141,Wisconsin,0,73435,0,0,null,Wood County,WI
56001,Wyoming,280.67,37956,10653066,24699798,43.13,Albany County,WY
56003,Wyoming,626.82,12022,7535590,13472697,55.93,Big Horn County,WY
56005,Wyoming,1404.18,49220,69113679,106934139,64.63,Campbell County,WY
56007,Wyoming,1225.19,15559,19062714,33109956,57.57,Carbon County,WY
56009,Wyoming,0,14236,0,0,null,Converse County,WY
56011,Wyoming,495.83,7444,3690952,12840875,28.74,Crook County,WY
56013,Wyoming,379.58,40315,15302831,32292147,47.39,Fremont County,WY
56015,Wyoming,0,13383,0,0,null,Goshen County,WY
56017,Wyoming,0,4741,0,0,null,Hot Springs County,WY
56019,Wyoming,621.32,8585,5333998,11835409,45.07,Johnson County,WY
56021,Wyoming,386.3,97121,37517884,86994496,43.13,Laramie County,WY
56023,Wyoming,1338.39,18722,25057342,23891979,104.88,Lincoln County,WY
56025,Wyoming,252.91,82178,20783393,57705926,36.02,Natrona County,WY
56027,Wyoming,0,2542,0,0,null,Niobrara County,WY
56029,Wyoming,499.08,29228,14587032,27749216,52.57,Park County,WY
56031,Wyoming,0,8812,0,0,null,Platte County,WY
56033,Wyoming,433.68,30009,13014317,26716525,48.71,Sheridan County,WY
56035,Wyoming,1598.97,9899,15828228,52712123,30.03,Sublette County,WY
56037,Wyoming,742.67,44626,33142451,45850726,72.28,Sweetwater County,WY
56039,Wyoming,1126.71,23125,26055160,84467853,30.85,Teton County,WY
56041,Wyoming,831.64,20822,17316368,24290812,71.29,Uinta County,WY
56043,Wyoming,362.66,8328,3020200,9043850,33.4,Washakie County,WY
56045,Wyoming,401.02,7234,2900998,8238262,35.21,Weston County,WY
72001,Puerto Rico,null,null,33750563,13489090,250.21,Adjuntas Municipio,Puerto Rico
72003,Puerto Rico,null,null,64461395,17874779,360.63,Aguada Municipio,Puerto Rico
72005,Puerto Rico,null,null,197614161,47394635,416.95,Aguadilla Municipio,Puerto Rico
72007,Puerto Rico,null,null,31434503,14910410,210.82,Aguas Buenas Municipio,Puerto Rico
72009,Puerto Rico,null,null,35831122,16568395,216.26,Aibonito Municipio,Puerto Rico
72011,Puerto Rico,null,null,0,0,null,Anasco Municipio,Puerto Rico
72013,Puerto Rico,null,null,0,0,null,Arecibo Municipio,Puerto Rico
72015,Puerto Rico,null,null,21475454,13822793,155.36,Arroyo Municipio,Puerto Rico
72017,Puerto Rico,null,null,0,0,null,Barceloneta Municipio,Puerto Rico
72019,Puerto Rico,null,null,47392575,14287641,331.7,Barranquitas Municipio,Puerto Rico
72021,Puerto Rico,null,null,0,0,null,Bayamon Municipio,Puerto Rico
72023,Puerto Rico,null,null,114287815,23441502,487.54,Cabo Rojo Municipio,Puerto Rico
72025,Puerto Rico,null,null,440868707,148450444,296.98,Caguas Municipio,Puerto Rico
72027,Puerto Rico,null,null,34666904,17932981,193.31,Camuy Municipio,Puerto Rico
72029,Puerto Rico,null,null,0,0,null,Canovanas Municipio,Puerto Rico
72031,Puerto Rico,null,null,609846291,178910041,340.87,Carolina Municipio,Puerto Rico
72033,Puerto Rico,null,null,0,0,null,Catano Municipio,Puerto Rico
72035,Puerto Rico,null,null,59099046,49204812,120.11,Cayey Municipio,Puerto Rico
72037,Puerto Rico,null,null,37356294,10621480,351.71,Ceiba Municipio,Puerto Rico
72039,Puerto Rico,null,null,39080464,12559257,311.17,Ciales Municipio,Puerto Rico
72041,Puerto Rico,null,null,0,0,null,Cidra Municipio,Puerto Rico
72043,Puerto Rico,null,null,53350805,16057043,332.26,Coamo Municipio,Puerto Rico
72045,Puerto Rico,null,null,0,0,null,Comerio Municipio,Puerto Rico
72047,Puerto Rico,null,null,16246296,28695765,56.62,Corozal Municipio,Puerto Rico
72049,Puerto Rico,null,null,15144755,6075057,249.29,Culebra Municipio,Puerto Rico
72051,Puerto Rico,null,null,72261055,37951668,190.4,Dorado Municipio,Puerto Rico
72053,Puerto Rico,null,null,69006428,32311352,213.57,Fajardo Municipio,Puerto Rico
72054,Puerto Rico,null,null,18775136,10123721,185.46,Florida Municipio,Puerto Rico
72055,Puerto Rico,null,null,0,0,null,Guanica Municipio,Puerto Rico
72057,Puerto Rico,null,null,41881329,46734420,89.62,Guayama Municipio,Puerto Rico
72059,Puerto Rico,null,null,47168736,15518374,303.95,Guayanilla Municipio,Puerto Rico
72061,Puerto Rico,null,null,623465625,177568221,351.11,Guaynabo Municipio,Puerto Rico
72063,Puerto Rico,null,null,78159203,28626700,273.03,Gurabo Municipio,Puerto Rico
72065,Puerto Rico,null,null,21236496,31838107,66.7,Hatillo Municipio,Puerto Rico
72067,Puerto Rico,null,null,54151902,14975545,361.6,Hormigueros Municipio,Puerto Rico
72069,Puerto Rico,null,null,172266899,71219723,241.88,Humacao Municipio,Puerto Rico
72071,Puerto Rico,null,null,63376675,29088501,217.88,Isabela Municipio,Puerto Rico
72073,Puerto Rico,null,null,18294920,16285893,112.34,Jayuya Municipio,Puerto Rico
72075,Puerto Rico,null,null,0,0,null,Juana Diaz Municipio,Puerto Rico
72077,Puerto Rico,null,null,72619020,39237074,185.08,Juncos Municipio,Puerto Rico
72079,Puerto Rico,null,null,23294844,13935103,167.17,Lajas Municipio,Puerto Rico
72081,Puerto Rico,null,null,0,0,null,Lares Municipio,Puerto Rico
72083,Puerto Rico,null,null,0,0,null,Las Marias Municipio,Puerto Rico
72085,Puerto Rico,null,null,68386905,22097714,309.48,Las Piedras Municipio,Puerto Rico
72087,Puerto Rico,null,null,0,0,null,Loiza Municipio,Puerto Rico
72089,Puerto Rico,null,null,37246454,16724340,222.71,Luquillo Municipio,Puerto Rico
72091,Puerto Rico,null,null,0,0,null,Manati Municipio,Puerto Rico
72093,Puerto Rico,null,null,0,0,null,Maricao Municipio,Puerto Rico
72095,Puerto Rico,null,null,0,0,null,Maunabo Municipio,Puerto Rico
72097,Puerto Rico,null,null,0,0,null,Mayaguez Municipio,Puerto Rico
72099,Puerto Rico,null,null,24446102,18434526,132.61,Moca Municipio,Puerto Rico
